XCoord,YCoord,START_NODE,END_NODE,EDGE,LENGTH
248711.82331596,2547959.25224617,10862,11187,5595,104.454661777516
256056.86482769,2547959.63016232,10864,10838,5432,5.18279646098069
256056.86482769,2547959.63016232,10864,10853,5437,593.346003536865
256056.86482769,2547959.63016232,10864,10890,5446,9.59616837461765
259487.65936608,2547959.73465332,10865,10817,5433,83.2553496452807
259487.65936608,2547959.73465332,10865,6579,5434,2603.67240357012
259487.65936608,2547959.73465332,10865,11159,5580,685.298324856042
246504.97030108,2547961.74371019,10870,10718,5435,50.4893261310147
246504.97030108,2547961.74371019,10870,10924,5464,122.919395517911
246504.97030108,2547961.74371019,10870,10968,5484,38.3737746804156
255463.61712701,2547963.15908838,10876,10810,5438,155.525231262278
255463.61712701,2547963.15908838,10876,10853,5439,5.26837783071955
255463.61712701,2547963.15908838,10876,10890,5445,596.040290504051
255463.61712701,2547963.15908838,10876,12438,6219,490.074742640535
248973.19265895,2547821.04032831,10880,10862,5440,432.837562715142
252406.51492328,2547965.24746592,10882,10780,5441,36.0131920755268
252406.51492328,2547965.24746592,10882,11727,5864,229.857225569906
256069.19513420,2547967.40703463,10883,10859,5442,9.55897639813194
256069.19513420,2547967.40703463,10883,10839,5443,106.684074274648
256069.19513420,2547967.40703463,10883,10890,5447,10.4092670449012
256069.19513420,2547967.40703463,10883,11257,5629,121.492689690818
248480.51323225,2547968.04708621,10888,10794,5444,76.506426874348
256059.58823054,2547968.18366478,10890,10876,5445,596.040290504051
256059.58823054,2547968.18366478,10890,10864,5446,9.59616837461765
256059.58823054,2547968.18366478,10890,10883,5447,10.4092670449012
256059.58823054,2547968.18366478,10890,11278,5639,124.220013571941
247597.29131183,2547969.75783972,10896,10834,5448,126.023215621479
256809.50577620,2547971.13492167,10898,10786,5449,109.037986498667
256809.50577620,2547971.13492167,10898,11400,5700,406.825947966074
256809.50577620,2547971.13492167,10898,11952,5976,290.710710181184
252185.48674139,2547976.56330475,10900,10856,5450,18.4356640616437
252185.48674139,2547976.56330475,10900,10780,5451,220.547804860312
252185.48674139,2547976.56330475,10900,11001,5501,183.488504632235
252185.48674139,2547976.56330475,10900,11118,5559,72.3744578465677
252089.82545005,2547978.03261309,10903,10620,5452,103.082993431856
252089.82545005,2547978.03261309,10903,10856,5453,93.8758520095229
252089.82545005,2547978.03261309,10903,10996,5498,157.372848383584
246881.94700994,2547980.04517661,10907,10339,5454,190.94634690669
246881.94700994,2547980.04517661,10907,11109,5555,65.0184578937331
246881.94700994,2547980.04517661,10907,11655,5828,198.749976724567
250812.65155424,2547980.79425558,10910,10116,5455,255.82413365273
250812.65155424,2547980.79425558,10910,10918,5459,116.655349287021
250812.65155424,2547980.79425558,10910,11030,5515,41.3113494813299
246866.81673771,2547983.54693689,10912,10844,5456,26.972592767545
246866.81673771,2547983.54693689,10912,11108,5554,61.1538565681244
246866.81673771,2547983.54693689,10912,11508,5754,151.298479446589
245069.61609846,2547983.92073534,10914,10736,5457,448.687901217191
245069.61609846,2547983.92073534,10914,10697,5458,80.954220072068
245069.61609846,2547983.92073534,10914,10988,5494,269.639053248149
245069.61609846,2547983.92073534,10914,11208,5604,97.3815796788521
250927.14904276,2547974.10678454,10918,10910,5459,116.655349287021
247860.34465354,2547982.29948873,10919,10920,5460,44.8465194661325
247905.06600174,2547985.64782010,10920,10919,5460,44.8465194661325
247905.06600174,2547985.64782010,10920,10807,5461,44.5964837118902
247905.06600174,2547985.64782010,10920,10934,5467,79.8981789877773
247905.06600174,2547985.64782010,10920,11084,5543,49.6992381247483
246384.66238790,2547986.45804985,10924,10502,5462,158.129195827495
246384.66238790,2547986.45804985,10924,10804,5463,47.2219454211079
246384.66238790,2547986.45804985,10924,10870,5464,122.919395517911
246384.66238790,2547986.45804985,10924,11036,5518,37.3913450349703
246384.66238790,2547986.45804985,10924,11126,5563,61.8234029022692
251173.56139616,2546907.95759554,10929,10930,5465,1091.42591740961
251173.56139616,2546907.95759554,10929,36276,18141,34.231275744965
251312.42180872,2547986.74119641,10930,10929,5465,1091.42591740961
251312.42180872,2547986.74119641,10930,11112,5556,59.7808269323178
251312.42180872,2547986.74119641,10930,11153,5578,226.349950651119
247190.60742080,2547991.14112959,10932,10612,5466,126.188837664611
247190.60742080,2547991.14112959,10932,10937,5469,27.0628747734887
247190.60742080,2547991.14112959,10932,10940,5471,127.095658444262
247984.75920143,2547991.36734184,10934,10920,5467,79.8981789877773
247984.75920143,2547991.36734184,10934,10813,5468,47.2669043334331
247984.75920143,2547991.36734184,10934,10970,5485,8.69360197560483
247217.66840663,2547991.46087509,10937,10932,5469,27.0628747734887
247217.66840663,2547991.46087509,10937,10943,5472,29.9355305073431
247217.66840663,2547991.46087509,10937,11168,5584,67.5252953226636
247137.22491976,2547944.30654309,10939,10940,5470,120.095606435342
247063.51303298,2547991.70944230,10940,10939,5470,120.095606435342
247063.51303298,2547991.70944230,10940,10932,5471,127.095658444262
247063.51303298,2547991.70944230,10940,10587,5478,198.786695145059
247247.60177174,2547991.82093078,10943,10937,5472,29.9355305073431
247247.60177174,2547991.82093078,10943,10774,5473,65.8809764361764
247247.60177174,2547991.82093078,10943,10949,5475,11.5822624280741
248209.24154575,2547991.88704859,10947,10130,5474,266.456543893705
248209.24154575,2547991.88704859,10947,11114,5558,60.09600376335
248209.24154575,2547991.88704859,10947,11129,5565,58.2652277367963
247259.18321982,2547991.95827388,10949,10943,5475,11.5822624280741
247259.18321982,2547991.95827388,10949,10957,5479,103.420282332818
247259.18321982,2547991.95827388,10949,11162,5581,65.3646588420461
246746.39796843,2547991.97208878,10951,10615,5476,124.119156235405
246746.39796843,2547991.97208878,10951,10844,5477,123.960826812284
246746.39796843,2547991.97208878,10951,10976,5490,120.24150688433
247362.59594415,2547993.20857231,10957,10949,5479,103.420282332818
247362.59594415,2547993.20857231,10957,10820,5480,46.7038702733081
247362.59594415,2547993.20857231,10957,11164,5583,74.7701752811425
249947.57565671,2547995.79403817,10962,10506,5481,169.732235148929
249947.57565671,2547995.79403817,10962,10963,5482,6.57002576518186
249947.57565671,2547995.79403817,10962,11868,5934,249.267147190877
249953.76585825,2547997.99554753,10963,10962,5482,6.57002576518186
249953.76585825,2547997.99554753,10963,10520,5483,170.86068960146
249953.76585825,2547997.99554753,10963,11479,5740,132.193765961337
249953.76585825,2547997.99554753,10963,11533,5767,727.855916233623
246513.26456487,2547999.21038566,10968,10870,5484,38.3737746804156
246513.26456487,2547999.21038566,10968,11036,5519,125.604610748634
246513.26456487,2547999.21038566,10968,11554,5777,151.581982023637
247984.33068956,2548000.05037661,10970,10934,5485,8.69360197560483
247984.33068956,2548000.05037661,10970,10522,5486,319.701448362675
247984.33068956,2548000.05037661,10970,11096,5549,40.0828470533233
253869.16781778,2548000.75030663,10973,11017,5509,18.1989027303954
246627.70011976,2548000.87885858,10976,10332,5488,247.623341124056
246627.70011976,2548000.87885858,10976,10951,5490,120.24150688433
246627.70011976,2548000.87885858,10976,11218,5609,79.8350809466744
249409.28480300,2548001.29443700,10978,10784,5489,125.921832243709
249409.28480300,2548001.29443700,10978,11241,5621,90.2890601013832
249409.28480300,2548001.29443700,10978,11284,5642,149.075596665128
249579.18986196,2548004.71833306,10982,10575,5491,279.386402832971
249579.18986196,2548004.71833306,10982,10338,5492,230.002068997345
249579.18986196,2548004.71833306,10982,11248,5624,90.7267437116483
250673.94609575,2548005.12534704,10985,10495,5493,695.034954587653
250673.94609575,2548005.12534704,10985,10992,5497,5.01923414620486
250673.94609575,2548005.12534704,10985,11030,5517,136.412376394928
245337.64752154,2548006.51687956,10988,10914,5494,269.639053248149
245337.64752154,2548006.51687956,10988,10708,5495,231.619686470143
245337.64752154,2548006.51687956,10988,10998,5499,83.7278539265712
250674.11149333,2548010.14185529,10992,10520,5496,693.854133318821
250674.11149333,2548010.14185529,10992,10985,5497,5.01923414620486
250674.11149333,2548010.14185529,10992,11050,5525,135.335742304799
250674.11149333,2548010.14185529,10992,11533,5768,134.262201746174
251936.01652224,2548011.27696694,10996,10903,5498,157.372848383584
251936.01652224,2548011.27696694,10996,11003,5503,21.1209481429378
251936.01652224,2548011.27696694,10996,11025,5513,10.3853471073003
245421.23588390,2548011.34794584,10998,10988,5499,83.7278539265712
245421.23588390,2548011.34794584,10998,10578,5500,152.402354113343
245421.23588390,2548011.34794584,10998,11060,5530,257.136612101316
252005.35874364,2548011.49363453,11001,10900,5501,183.488504632235
252005.35874364,2548011.49363453,11001,11025,5514,69.5979582775756
252005.35874364,2548011.49363453,11001,11032,5516,11.7268091426475
251915.03199823,2548013.67367352,11003,11004,5502,215.177619381558
251915.03199823,2548013.67367352,11003,10996,5503,21.1209481429378
251915.03199823,2548013.67367352,11003,11010,5505,117.957028171865
251701.57942751,2547988.82840319,11004,11003,5502,215.177619381558
242779.79710420,2548014.62982467,11007,11008,5504,281.651277260449
242779.79710420,2548014.62982467,11007,11124,5562,166.883675144963
242779.79710420,2548014.62982467,11007,13831,6916,875.001589046659
242648.88559644,2547765.35378053,11008,11007,5504,281.651277260449
251797.12857520,2548012.18862928,11010,11003,5505,117.957028171865
251797.12857520,2548012.18862928,11010,36310,18156,470.858737902189
253925.68103844,2548015.45701308,11011,9709,5506,488.078220018895
253925.68103844,2548015.45701308,11011,11013,5507,13.8356277060794
253925.68103844,2548015.45701308,11011,11039,5520,8.13226007413953
253925.68103844,2548015.45701308,11011,11044,5523,12.3906733137916
253936.86965907,2548007.31825626,11013,11011,5507,13.8356277060794
253936.86965907,2548007.31825626,11013,10358,18153,653.973758723247
238224.91612777,2547916.03277163,11015,11016,5508,103.373931153121
238244.33522471,2548017.56275873,11016,11015,5508,103.373931153121
253872.73205579,2548018.59677037,11017,10973,5509,18.1989027303954
253872.73205579,2548018.59677037,11017,11020,5511,26.5889667475916
253872.73205579,2548018.59677037,11017,11134,5567,32.1355913127791
253846.14666549,2548019.03286121,11020,9590,5510,533.140850963449
253846.14666549,2548019.03286121,11020,11017,5511,26.5889667475916
238260.15224769,2547883.72127477,11023,11024,5512,171.219412434261
238312.37032538,2548021.16319908,11024,11023,5512,171.219412434261
251936.50594206,2548021.65077543,11025,10996,5513,10.3853471073003
251936.50594206,2548021.65077543,11025,11001,5514,69.5979582775756
251936.50594206,2548021.65077543,11025,11057,5529,137.369499692681
251936.50594206,2548021.65077543,11025,11069,5535,9.35357064167784
250808.58435495,2548021.90490489,11030,10910,5515,41.3113494813299
250808.58435495,2548021.90490489,11030,10985,5517,136.412376394928
250808.58435495,2548021.90490489,11030,11050,5526,4.53633044992843
250808.58435495,2548021.90490489,11030,11063,5532,159.842578312834
252001.69698443,2548022.63408211,11032,11001,5516,11.7268091426475
252001.69698443,2548022.63408211,11032,11069,5536,64.6298723319872
252001.69698443,2548022.63408211,11032,11178,5589,169.001016175943
246390.09775828,2548023.45223092,11036,10924,5518,37.3913450349703
246390.09775828,2548023.45223092,11036,10968,5519,125.604610748634
246390.09775828,2548023.45223092,11036,11120,5560,24.3817226654511
253924.28434767,2548023.46843672,11039,11011,5520,8.13226007413953
253924.28434767,2548023.46843672,11039,11042,5521,19.4354694888701
253924.28434767,2548023.46843672,11039,11044,5524,8.01921573012028
253924.28434767,2548023.46843672,11039,11139,5571,26.2767026462653
253939.63624606,2548011.54968301,11042,11039,5521,19.4354694888701
253939.63624606,2548011.54968301,11042,10447,18154,651.322190164736
253916.26524653,2548023.51130683,11044,9742,5522,483.925880652979
253916.26524653,2548023.51130683,11044,11011,5523,12.3906733137916
253916.26524653,2548023.51130683,11044,11039,5524,8.01921573012028
253916.26524653,2548023.51130683,11044,11090,5545,17.9811489111242
250808.13774258,2548026.41919678,11050,10992,5525,135.335742304799
250808.13774258,2548026.41919678,11050,11030,5526,4.53633044992843
250808.13774258,2548026.41919678,11050,11144,5572,251.34641177878
248872.98705261,2547896.80998658,11053,11054,5527,248.619882288701
249081.44085868,2548026.86120358,11054,11053,5527,248.619882288701
249081.44085868,2548026.86120358,11054,10722,5528,229.716009548719
249081.44085868,2548026.86120358,11054,11298,5649,125.086110147988
251799.52514921,2548024.39232909,11057,11025,5529,137.369499692681
251799.52514921,2548024.39232909,11057,36320,18161,476.469723504158
245677.84811010,2548027.76143564,11060,10998,5530,257.136612101316
245677.84811010,2548027.76143564,11060,10799,5531,88.6404102527885
245677.84811010,2548027.76143564,11060,11078,5539,118.423433831269
245677.84811010,2548027.76143564,11060,11474,5737,112.785739823423
250968.20065881,2548028.34907579,11063,11030,5532,159.842578312834
250968.20065881,2548028.34907579,11063,10676,5533,142.538645191182
250968.20065881,2548028.34907579,11063,11099,5550,86.3602317265533
251094.77790708,2548028.39846004,11068,10676,5534,164.512463761929
251094.77790708,2548028.39846004,11068,11099,5551,44.1492289904493
251094.77790708,2548028.39846004,11068,11173,5588,33.1165737409558
251937.60302449,2548030.93978474,11069,11025,5535,9.35357064167784
251937.60302449,2548030.93978474,11069,11032,5536,64.6298723319872
251937.60302449,2548030.93978474,11069,11441,5721,85.7674943994399
253608.67844662,2548031.42844720,11073,10475,5537,321.46347847925
253608.67844662,2548031.42844720,11073,11229,5615,265.47984574174
253608.67844662,2548031.42844720,11073,11249,5626,138.148417886178
245801.34365270,2548032.63851536,11075,10787,5538,103.899433096723
245801.34365270,2548032.63851536,11075,11078,5541,5.19272196062321
245801.34365270,2548032.63851536,11075,11196,5598,239.98139587488
245801.34365270,2548032.63851536,11075,11761,5881,179.521960164504
245796.15888342,2548032.92579381,11078,11060,5539,118.423433831269
245796.15888342,2548032.92579381,11078,10486,5540,220.883183621823
245796.15888342,2548032.92579381,11078,11075,5541,5.19272196062321
245796.15888342,2548032.92579381,11078,11348,5674,73.9751510823578
247873.30714587,2548033.50518925,11083,11084,5542,29.8682869168839
247903.12091615,2548035.30898110,11084,11083,5542,29.8682869168839
247903.12091615,2548035.30898110,11084,10920,5543,49.6992381247483
247903.12091615,2548035.30898110,11084,11096,5548,79.3593121441337
247903.12091615,2548035.30898110,11084,11308,5654,60.1069117587806
252619.92293337,2548036.66103827,11088,10306,5544,269.11840505024
252619.92293337,2548036.66103827,11088,11103,5553,65.0418107929997
252619.92293337,2548036.66103827,11088,11336,5668,142.142104417176
252619.92293337,2548036.66103827,11088,11560,5780,111.131832121103
253904.29145654,2548036.92585376,11090,11044,5545,17.9811489111242
253904.29145654,2548036.92585376,11090,11134,5568,24.6835766832246
253904.29145654,2548036.92585376,11090,11139,5570,27.6335698301912
253904.29145654,2548036.92585376,11090,11352,5676,73.7252437191588
253188.36493737,2548038.88995686,11092,10559,5546,315.420923193878
253188.36493737,2548038.88995686,11092,11094,5547,7.75791706831869
253188.36493737,2548038.88995686,11092,11326,5664,229.385578530743
253188.36493737,2548038.88995686,11092,12070,6036,390.633895627909
253195.95870524,2548037.30251654,11094,11092,5547,7.75791706831869
247982.33646759,2548040.08358416,11096,11084,5548,79.3593121441337
247982.33646759,2548040.08358416,11096,10970,5549,40.0828470533233
247982.33646759,2548040.08358416,11096,11310,5656,55.3853586540532
251053.59705793,2548041.13665185,11099,11063,5550,86.3602317265533
251053.59705793,2548041.13665185,11099,11068,5551,44.1492289904493
251053.59705793,2548041.13665185,11099,11173,5587,46.1072921192472
252555.07808434,2548041.71897313,11103,10593,5552,183.574360264302
252555.07808434,2548041.71897313,11103,11088,5553,65.0418107929997
252555.07808434,2548041.71897313,11103,11595,5798,129.830334506799
246870.67695863,2548044.57883730,11108,10912,5554,61.1538565681244
246870.67695863,2548044.57883730,11108,13201,18184,568.190366656828
246886.58953995,2548044.89767681,11109,10907,5555,65.0184578937331
246886.58953995,2548044.89767681,11109,13180,18182,562.250472566172
251320.86548438,2548045.72406095,11112,10930,5556,59.7808269323178
251320.86548438,2548045.72406095,11112,36314,18157,17.5921558830684
248184.85139002,2548046.81108678,11114,10536,5557,209.567160263815
248184.85139002,2548046.81108678,11114,10947,5558,60.09600376335
248184.85139002,2548046.81108678,11114,11158,5579,10.8954185995479
252201.17552684,2548047.21566955,11118,10900,5559,72.3744578465677
252201.17552684,2548047.21566955,11118,11178,5590,41.6180436631592
252201.17552684,2548047.21566955,11118,11316,5659,52.9561330931004
246393.99141249,2548047.50842011,11120,11036,5560,24.3817226654511
246393.99141249,2548047.50842011,11120,11126,5564,6.53339400772909
246393.99141249,2548047.50842011,11120,11668,5834,138.153567737591
248593.24709243,2548047.61962259,11122,10794,5561,119.077919803933
248593.24709243,2548047.61962259,11122,11148,5575,5.87106835944025
248593.24709243,2548047.61962259,11122,11187,5594,117.968878294593
248593.24709243,2548047.61962259,11122,11202,5602,287.816269579385
242620.43328712,2548047.00317686,11124,11007,5562,166.883675144963
246387.48961262,2548048.15016437,11126,10924,5563,61.8234029022692
246387.48961262,2548048.15016437,11126,11120,5564,6.53339400772909
246387.48961262,2548048.15016437,11126,11196,5614,353.783055299164
246387.48961262,2548048.15016437,11126,11684,5842,141.019938494004
248197.40963617,2548048.93827713,11129,10947,5565,58.2652277367963
248197.40963617,2548048.93827713,11129,10469,5566,239.450931614673
248197.40963617,2548048.93827713,11129,11263,5633,39.7846647570043
253882.79913297,2548049.00076300,11134,11017,5567,32.1355913127791
253882.79913297,2548049.00076300,11134,11090,5568,24.6835766832246
253882.79913297,2548049.00076300,11134,11229,5616,41.951458461594
251182.18457968,2546904.09180269,11137,11138,5569,1158.75625087208
251182.18457968,2546904.09180269,11137,36272,18140,32.0669102273608
251330.89462792,2548049.38044979,11138,11137,5569,1158.75625087208
251330.89462792,2548049.38044979,11138,36310,18155,13.200440566814
253921.97538291,2548049.64349706,11139,11090,5570,27.6335698301912
253921.97538291,2548049.64349706,11139,11039,5571,26.2767026462653
253921.97538291,2548049.64349706,11139,11199,5600,19.5471820151032
251056.65505820,2548051.13548429,11144,11050,5572,251.34641177878
251056.65505820,2548051.13548429,11144,11292,5646,56.4771208399941
248529.39351390,2548052.51224703,11145,11146,5573,52.1163348306176
248529.39351390,2548052.51224703,11145,11151,5576,50.8527679077622
248529.39351390,2548052.51224703,11145,11816,5909,174.655892364979
248581.45848844,2548052.85862945,11146,11145,5573,52.1163348306176
248581.45848844,2548052.85862945,11146,11148,5574,11.4009628004878
248581.45848844,2548052.85862945,11146,11706,5853,135.606337034408
248592.84268295,2548053.47674618,11148,11146,5574,11.4009628004878
248592.84268295,2548053.47674618,11148,11122,5575,5.87106835944025
248592.84268295,2548053.47674618,11148,11262,5631,221.163073264348
248478.64293289,2548055.32403410,11151,11145,5576,50.8527679077622
248478.64293289,2548055.32403410,11151,11185,5593,84.2750617220502
248478.64293289,2548055.32403410,11151,11384,5692,54.4298623088583
251102.87673536,2548055.41012823,11153,10661,5577,198.76336234349
251102.87673536,2548055.41012823,11153,10930,5578,226.349950651119
251102.87673536,2548055.41012823,11153,11211,5607,19.4730742668854
248179.37896489,2548056.23248316,11158,11114,5579,10.8954185995479
248179.37896489,2548056.23248316,11158,11244,5622,33.7054322642603
248179.37896489,2548056.23248316,11158,11310,5657,205.594185332484
260166.08973375,2548056.43367134,11159,10865,5580,685.298324856042
260166.08973375,2548056.43367134,11159,11171,5586,28.1261617493413
260166.08973375,2548056.43367134,11159,11182,5592,6.2808342244043
247260.25322760,2548057.31409533,11162,10949,5581,65.3646588420461
247260.25322760,2548057.31409533,11162,11164,5582,66.5434975454375
247260.25322760,2548057.31409533,11162,11168,5585,43.2231421734287
247326.77918315,2548058.84193839,11164,11162,5582,66.5434975454375
247326.77918315,2548058.84193839,11164,10957,5583,74.7701752811425
247326.77918315,2548058.84193839,11164,11344,5673,51.8553662234587
247217.06233417,2548058.98344951,11168,10937,5584,67.5252953226636
247217.06233417,2548058.98344951,11168,11162,5585,43.2231421734287
247217.06233417,2548058.98344951,11168,11334,5667,42.5119638532874
260193.85035586,2548060.95349820,11171,11159,5586,28.1261617493413
260193.85035586,2548060.95349820,11171,11192,5597,5.99370511514533
260193.85035586,2548060.95349820,11171,11393,5697,382.473220044134
251094.88623271,2548061.51479201,11173,11099,5587,46.1072921192472
251094.88623271,2548061.51479201,11173,11068,5588,33.1165737409558
251094.88623271,2548061.51479201,11173,11211,5606,17.9832983775751
251094.88623271,2548061.51479201,11173,11292,5647,31.8908888902845
252162.35719213,2548062.07230050,11178,11032,5589,169.001016175943
252162.35719213,2548062.07230050,11178,11118,5590,41.6180436631592
252162.35719213,2548062.07230050,11178,11316,5658,60.6940506144189
260164.61832344,2548062.53972000,11182,10830,5591,768.026240271307
260164.61832344,2548062.53972000,11182,11159,5592,6.2808342244043
260164.61832344,2548062.53972000,11182,11192,5596,29.0244854276128
260164.61832344,2548062.53972000,11182,11220,5610,29.8980815035338
248394.77519219,2548063.59978769,11185,11151,5593,84.2750617220502
248394.77519219,2548063.59978769,11185,11389,5696,205.705809265884
248394.77519219,2548063.59978769,11185,11433,5717,58.9798136587329
248710.01344498,2548063.69122708,11187,11122,5594,117.968878294593
248710.01344498,2548063.69122708,11187,10862,5595,104.454661777516
248710.01344498,2548063.69122708,11187,11324,5671,246.098150921859
260193.30995007,2548066.92279150,11192,11182,5596,29.0244854276128
260193.30995007,2548066.92279150,11192,11171,5597,5.99370511514533
260193.30995007,2548066.92279150,11192,11223,5613,14.1313470236362
260193.30995007,2548066.92279150,11192,11450,5725,382.187585878167
246038.20034053,2548067.19895915,11196,11075,5598,239.98139587488
246038.20034053,2548067.19895915,11196,10737,5599,150.252607151536
246038.20034053,2548067.19895915,11196,11126,5614,353.783055299164
246038.20034053,2548067.19895915,11196,11776,5889,200.716108320602
253924.70284747,2548068.99945898,11199,11139,5600,19.5471820151032
253924.70284747,2548068.99945898,11199,11239,5620,16.0752056674827
253924.70284747,2548068.99945898,11199,11517,5759,157.218762486103
248307.16568069,2548071.97202147,11202,10624,5601,376.65648327196
248307.16568069,2548071.97202147,11202,11122,5602,287.816269579385
248307.16568069,2548071.97202147,11202,11263,5634,111.983931763289
251289.63240831,2548065.87544475,11205,11206,5603,31.3586466973275
251289.63240831,2548065.87544475,11205,11215,18159,38.723013585922
251289.63240831,2548065.87544475,11205,36314,18159,38.723013585922
251259.00789575,2548072.62110657,11206,11205,5603,31.3586466973275
251259.00789575,2548072.62110657,11206,11735,18167,798.062561976988
245033.37741866,2548074.27733799,11208,10914,5604,97.3815796788521
245033.37741866,2548074.27733799,11208,11296,5648,58.6288543737164
245033.37741866,2548074.27733799,11208,13510,6755,645.325570375598
249252.57366591,2548074.28229982,11210,10784,5605,153.076619621489
249252.57366591,2548074.28229982,11210,11234,5617,109.161565878321
249252.57366591,2548074.28229982,11210,11432,5716,42.8200602221488
251107.50812516,2548074.32443101,11211,11173,5606,17.9832983775751
251107.50812516,2548074.32443101,11211,11153,5607,19.4730742668854
251107.50812516,2548074.32443101,11211,11215,5608,174.645817703437
251107.50812516,2548074.32443101,11211,11300,5651,19.3014675790055
251281.71623583,2548065.33077678,11215,11211,5608,174.645817703437
251281.71623583,2548065.33077678,11215,11205,18159,38.723013585922
251281.71623583,2548065.33077678,11215,36314,18159,38.723013585922
246641.04929397,2548079.58997405,11218,10976,5609,79.8350809466744
246641.04929397,2548079.58997405,11218,11271,5637,42.3956721696755
246641.04929397,2548079.58997405,11218,11459,5730,105.855566305428
260186.59074789,2548080.25884932,11220,11182,5610,29.8980815035338
260186.59074789,2548080.25884932,11220,11223,5612,5.92838533205924
260186.59074789,2548080.25884932,11220,12470,6235,328.227535396761
256090.96821661,2548081.02901831,11221,10839,5611,162.764914542702
256090.96821661,2548081.02901831,11221,11257,5630,21.7889924888455
256090.96821661,2548081.02901831,11221,11337,5670,29.5418617522939
260192.46888419,2548081.02908715,11223,11220,5612,5.92838533205924
260192.46888419,2548081.02908715,11223,11192,5613,14.1313470236362
260192.46888419,2548081.02908715,11223,12474,6238,328.580172882458
253860.48700105,2548082.99388542,11229,11073,5615,265.47984574174
253860.48700105,2548082.99388542,11229,11134,5616,41.951458461594
253860.48700105,2548082.99388542,11229,11276,5638,8.44660948604852
249143.76107330,2548083.00394841,11234,11210,5617,109.161565878321
256578.20964614,2548083.78631676,11235,10664,5618,191.339016194137
256578.20964614,2548083.78631676,11235,10786,5635,268.114275240298
256578.20964614,2548083.78631676,11235,11971,5986,177.339173489268
251259.71043837,2548080.97485319,11237,11238,5619,37.6598821523102
251259.71043837,2548080.97485319,11237,11752,18169,800.409340874629
251297.26266047,2548083.82043562,11238,11237,5619,37.6598821523102
251297.26266047,2548083.82043562,11238,11306,18164,46.5800502394602
251297.26266047,2548083.82043562,11238,36324,18164,46.5800502394602
253929.45682821,2548084.35562726,11239,11199,5620,16.0752056674827
253929.45682821,2548084.35562726,11239,11426,5714,41.4373542808726
253929.45682821,2548084.35562726,11239,12023,6012,228.852499639505
249377.32883226,2548085.50534657,11241,10978,5621,90.2890601013832
249377.32883226,2548085.50534657,11241,11514,5758,53.2811227205759
249377.32883226,2548085.50534657,11241,11578,5789,131.256306451165
248163.03326326,2548085.70323435,11244,11158,5622,33.7054322642603
248163.03326326,2548085.70323435,11244,11245,5623,15.316711528999
248163.03326326,2548085.70323435,11244,11282,5641,9.85284593632181
248177.76207322,2548081.50040088,11245,11244,5623,15.316711528999
248177.76207322,2548081.50040088,11245,11263,5632,21.4371455805572
249540.13807918,2548086.59850827,11248,10982,5624,90.7267437116483
249540.13807918,2548086.59850827,11248,11253,5628,6.9531268526303
249540.13807918,2548086.59850827,11248,11287,5644,11.8243467962808
253483.62670633,2548087.24159253,11249,10539,5625,267.497250108219
253483.62670633,2548087.24159253,11249,11073,5626,138.148417886178
253483.62670633,2548087.24159253,11249,12077,6039,394.895969907645
253483.62670633,2548087.24159253,11249,12089,6045,219.927683530868
249533.30813349,2548087.85376485,11253,10733,5627,288.598567507312
249533.30813349,2548087.85376485,11253,11248,5628,6.9531268526303
249533.30813349,2548087.85376485,11253,11284,5643,7.62133055600476
256070.32487044,2548088.00128139,11257,10883,5629,121.492689690818
256070.32487044,2548088.00128139,11257,11221,5630,21.7889924888455
256070.32487044,2548088.00128139,11257,11278,5640,19.0348129671213
256070.32487044,2548088.00128139,11257,11337,5669,14.4626986205048
248811.12477799,2548088.09214286,11262,11148,5631,221.163073264348
248811.12477799,2548088.09214286,11262,11362,5687,141.231066410181
248811.12477799,2548088.09214286,11262,11772,5887,141.598208736462
248196.44188151,2548088.44448116,11263,11245,5632,21.4371455805572
248196.44188151,2548088.44448116,11263,11129,5633,39.7846647570043
248196.44188151,2548088.44448116,11263,11202,5634,111.983931763289
248196.44188151,2548088.44448116,11263,11389,5695,21.9946246177609
246599.86676840,2548089.65936364,11271,10333,5636,325.171640460326
246599.86676840,2548089.65936364,11271,11218,5637,42.3956721696755
246599.86676840,2548089.65936364,11271,11554,5778,76.6137223554423
253858.63261751,2548091.23442385,11276,11229,5638,8.44660948604852
253858.63261751,2548091.23442385,11276,11376,5688,26.4217233565083
253858.63261751,2548091.23442385,11276,12180,6091,253.727697306531
256054.42967857,2548091.81624797,11278,10890,5639,124.220013571941
256054.42967857,2548091.81624797,11278,11257,5640,19.0348129671213
256054.42967857,2548091.81624797,11278,11486,5743,38.1962357587936
248155.62466569,2548092.19871395,11282,11244,5641,9.85284593632181
248155.62466569,2548092.19871395,11282,11382,5691,36.3793760087471
248155.62466569,2548092.19871395,11282,11482,5741,37.8050016734801
249527.21894459,2548092.32097740,11284,10978,5642,149.075596665128
249527.21894459,2548092.32097740,11284,11253,5643,7.62133055600476
249527.21894459,2548092.32097740,11284,11354,5677,12.5231476561268
249549.97520440,2548092.84970956,11287,11248,5644,11.8243467962808
249549.97520440,2548092.84970956,11287,10366,5645,323.613835469207
249549.97520440,2548092.84970956,11287,11355,5678,12.030678948178
251089.33578747,2548092.91895339,11292,11144,5646,56.4771208399941
251089.33578747,2548092.91895339,11292,11173,5647,31.8908888902845
